Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Single_Scattering_Albedo[440nm],Single_Scattering_Albedo[675nm],Single_Scattering_Albedo[870nm],Single_Scattering_Albedo[1020nm],Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
IIT_Delhi,0.567835648,12:11:53,103,103.508252,0.8878,0.9455,0.9499,0.9589,77.491395,76.837604,2.823315,0.034771,0.657402,4,8,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.08889,0.16195,0.31055,0.30187,1,1,30:06:2022,22:45:10,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.609502315,01:40:57,104,104.070104,0.901,0.9562,0.9568,0.9655,74.001282,74.657641,2.331198,0.067771,0.509615,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08227,0.15179,0.29482,0.29215,1,1,30:06:2022,22:17:16,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.609502315,02:13:34,104,104.092755,0.9024,0.9512,0.954,0.964,66.852537,67.510382,2.033968,0.123358,0.5444,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0742,0.13746,0.26868,0.2677,1,1,30:06:2022,22:26:53,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.651168981,10:40:35,105,105.44485,0.8957,0.9459,0.9525,0.9579,57.305452,56.652167,1.893606,0.063731,1.072937,4,10,7,5,4,9,5,5,4,9,4,5,4,10,6,4,0.07102,0.13041,0.25016,0.25049,1,1,30:06:2022,22:51:30,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.692835648,01:40:19,106,106.069664,0.8848,0.9291,0.9309,0.9378,73.710241,74.3663,1.896835,0.018165,0.897179,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08634,0.15924,0.30126,0.301,1,1,30:06:2022,22:26:34,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.692835648,02:11:35,106,106.091377,0.8824,0.931,0.9351,0.9428,66.858228,67.516241,1.797843,0.025703,0.848557,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07814,0.14411,0.27493,0.27586,1,1,30:06:2022,22:37:18,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.692835648,03:00:13,106,106.12515,0.8966,0.939,0.9415,0.9487,56.213148,56.867202,1.819734,0.037337,0.852235,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06989,0.12892,0.2486,0.25087,1,1,30:06:2022,22:46:25,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.692835648,03:27:19,106,106.14397,0.9051,0.9392,0.9364,0.9387,50.33539,50.982788,2.464485,0.047849,0.871868,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06679,0.12324,0.23878,0.24161,1,1,30:06:2022,22:53:50,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.734502315,03:00:00,107,107.125,0.9572,0.9885,0.9871,0.992,56.046723,56.701268,4.298303,0.118121,0.596048,4,10,8,4,4,9,8,4,4,10,8,4,4,10,7,4,0.06979,0.12874,0.24829,0.25058,1,1,30:06:2022,22:37:01,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.734502315,11:07:20,107,107.463426,-999,-999,-999,-999,62.932041,62.274963,3.623557,0.143242,0.243361,3,10,8,5,3,10,8,5,3,10,7,5,3,10,6,5,0.07521,0.13792,0.26286,0.26194,1,1,30:06:2022,22:25:58,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.734502315,11:55:22,107,107.496782,-999,-999,-999,-999,73.450294,72.794729,1.889327,0.056406,0.209381,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08703,0.15913,0.29875,0.29434,1,1,30:06:2022,22:31:21,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.734502315,12:13:42,107,107.509514,-999,-999,-999,-999,77.44612,76.793751,3.583458,0.037858,0.214116,4,8,7,6,4,9,7,6,4,9,7,6,4,10,7,6,0.09372,0.17115,0.31905,0.3126,1,1,30:06:2022,22:33:44,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.776168981,01:37:01,108,108.067373,0.842,0.9084,0.9133,0.921,74.0144,74.669662,1.458745,0.023712,0.427945,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08679,0.16007,0.3027,0.30236,1,1,30:06:2022,22:17:18,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.776168981,02:09:42,108,108.090069,0.872,0.9233,0.9237,0.9299,66.855494,67.513525,1.400181,0.043075,0.406584,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07814,0.1441,0.27492,0.27585,1,1,30:06:2022,22:26:42,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.776168981,02:57:38,108,108.123356,0.8781,0.9182,0.9158,0.9254,56.353534,57.008866,1.251138,0.052307,0.445256,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06997,0.12908,0.24886,0.25113,1,1,30:06:2022,22:35:03,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.776168981,03:25:18,108,108.142569,0.8854,0.9174,0.9122,0.9232,50.336968,50.986447,1.229207,0.079635,0.427221,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06679,0.12324,0.23879,0.24162,1,1,30:06:2022,22:41:31,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.776168981,11:09:55,108,108.46522,0.9037,0.9522,0.9569,0.9657,63.390743,62.73338,3.368473,0.176927,0.891571,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07561,0.13863,0.26405,0.26302,1,1,30:06:2022,22:36:07,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.776168981,11:55:59,108,108.497211,0.8938,0.9532,0.9572,0.9697,73.477037,72.821764,4.135245,0.094799,0.794949,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08709,0.15924,0.29891,0.29445,1,1,30:06:2022,22:45:02,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.817835648,01:36:04,109,109.066713,0.881,0.9405,0.9422,0.9479,74.018031,74.672941,2.228063,0.076189,0.447664,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08678,0.16007,0.3027,0.30237,1,1,30:06:2022,22:18:58,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.817835648,02:09:28,109,109.089907,0.8884,0.9472,0.948,0.9519,66.703976,67.361986,1.944667,0.112925,0.497914,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07799,0.14384,0.27446,0.27539,1,1,30:06:2022,22:28:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.817835648,02:56:42,109,109.122708,0.8986,0.9451,0.9478,0.9458,56.351839,57.007677,1.808929,0.222688,0.544981,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06997,0.12907,0.24886,0.25113,1,1,30:06:2022,22:38:09,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.817835648,11:09:36,109,109.465,0.8863,0.9438,0.949,0.9536,63.214847,62.557357,4.296438,0.267165,0.568115,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07546,0.13836,0.26359,0.2626,1,1,30:06:2022,22:24:26,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.817835648,11:56:29,109,109.497558,0.8853,0.9354,0.9386,0.9472,73.478545,72.82358,3.422327,0.092962,0.625257,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08708,0.15924,0.29891,0.29446,1,1,30:06:2022,22:35:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.817835648,12:14:57,109,109.510382,0.8805,0.9401,0.9427,0.9489,77.498446,76.847045,3.631295,0.066578,0.618947,4,8,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.09384,0.17135,0.31937,0.31287,1,1,30:06:2022,22:39:47,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.901168981,01:34:11,111,111.065405,0.9164,0.9509,0.9536,0.9609,74.031293,74.685407,1.572082,0.021797,0.652731,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08681,0.1601,0.30276,0.30242,1,1,30:06:2022,22:27:23,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.901168981,02:54:49,111,111.1214,0.92,0.9313,0.944,0.9479,56.364767,57.021483,2.115147,0.09505,0.446651,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06998,0.12908,0.24889,0.25115,1,1,30:06:2022,22:35:10,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.901168981,03:24:08,111,111.141759,-999,-999,-999,-999,49.970882,50.622617,2.233159,0.127949,0.37942,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06662,0.12293,0.23825,0.24112,1,1,30:06:2022,22:37:15,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.901168981,12:18:04,111,111.512546,0.9234,0.966,0.967,0.9719,77.955024,77.305224,3.177153,0.016758,0.681363,4,8,7,6,4,8,7,6,4,9,7,6,4,8,7,6,0.09473,0.17293,0.32206,0.31527,1,1,30:06:2022,22:28:04,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.942835648,02:05:58,112,112.087477,0.9043,0.8936,0.8696,0.8667,66.88518,67.542816,1.862943,0.021786,0.58869,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07817,0.14416,0.27503,0.27594,1,1,30:06:2022,22:23:51,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.942835648,02:53:54,112,112.120764,0.9084,0.9189,0.9055,0.8905,56.372186,57.02927,1.257628,0.037579,0.551056,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06998,0.1291,0.24891,0.25117,1,1,30:06:2022,22:30:21,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.942835648,03:21:30,112,112.139931,0.9005,0.8943,0.8803,0.889,50.345803,50.99871,0.999234,0.017565,0.544889,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06679,0.12325,0.2388,0.24164,1,1,30:06:2022,22:36:24,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.942835648,10:44:04,112,112.447269,0.9025,0.9156,0.9091,0.9136,57.303807,56.647117,2.126546,0.052175,0.697035,4,10,7,5,4,10,7,5,4,10,7,5,4,10,8,4,0.07103,0.13041,0.25016,0.25048,1,1,30:06:2022,22:28:10,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.942835648,11:09:56,112,112.465231,0.9007,0.9131,0.9024,0.9062,62.972567,62.314837,2.283861,0.041338,0.725842,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07525,0.13799,0.26297,0.26203,1,1,30:06:2022,22:36:48,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.942835648,11:59:00,112,112.499306,0.9053,0.9116,0.8986,0.8998,73.705758,73.052064,2.04422,0.01315,0.83179,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0874,0.15982,0.29992,0.29539,1,1,30:06:2022,22:44:54,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.942835648,12:17:28,112,112.51213,0.9039,0.9083,0.896,0.8981,77.715794,77.06624,2.420072,0.005468,0.829098,4,8,7,6,4,8,7,6,4,9,7,6,4,9,7,6,0.09424,0.17208,0.32061,0.31401,1,1,30:06:2022,22:47:42,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.984502315,10:43:51,113,113.447118,0.8733,0.9216,0.9239,0.9297,57.151433,56.494494,2.110722,0.136178,0.690168,4,10,7,5,4,10,7,5,4,10,8,4,4,10,8,4,0.06972,0.13117,0.25078,0.2517,1,1,30:06:2022,22:35:25,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.984502315,11:10:24,113,113.465556,0.8708,0.9239,0.925,0.9336,62.971053,62.313306,2.613128,0.104918,0.712332,3,10,8,5,3,10,8,5,3,10,8,4,3,10,8,4,0.07378,0.13893,0.26403,0.2636,1,1,30:06:2022,22:43:56,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,24:04:2021,01:31:29,114,114.06353,-999,-999,-999,-999,74.048985,74.701704,0.895997,0.017234,0.175769,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08462,0.16108,0.30428,0.30435,1,1,30:06:2022,22:15:34,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,24:04:2021,02:04:09,114,114.086215,-999,-999,-999,-999,66.911176,67.568415,0.981055,0.029541,0.163296,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07653,0.14514,0.27628,0.27769,1,1,30:06:2022,22:20:16,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,24:04:2021,02:53:33,114,114.120521,-999,-999,-999,-999,56.074954,56.732539,2.013257,0.118074,0.151982,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06868,0.12972,0.24926,0.25213,1,1,30:06:2022,22:25:37,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,24:04:2021,03:19:44,114,114.138704,-999,-999,-999,-999,50.349783,51.004055,1.717305,0.12624,0.163738,3,10,8,4,3,10,8,3,3,10,8,4,3,10,8,3,0.06587,0.12421,0.23964,0.24308,1,1,30:06:2022,22:28:22,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,25:04:2021,01:30:38,115,115.06294,-999,-999,-999,-999,74.050929,74.703138,1.178408,0.01504,0.378713,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08463,0.16109,0.30428,0.30436,1,1,30:06:2022,22:24:54,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,25:04:2021,02:03:17,115,115.085613,-999,-999,-999,-999,66.920752,67.577748,1.303819,0.043202,0.379945,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07654,0.14516,0.27631,0.27772,1,1,30:06:2022,22:30:41,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,25:04:2021,02:53:25,115,115.120428,-999,-999,-999,-999,55.923618,56.581409,1.634963,0.079476,0.276479,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,3,0.06859,0.12956,0.24898,0.25186,1,1,30:06:2022,22:36:18,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,01:29:48,116,116.062361,0.8375,0.868,0.8597,0.8644,74.052817,74.704493,1.673291,0.017121,0.461478,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08462,0.16108,0.30429,0.30436,1,1,30:06:2022,22:40:04,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,02:03:08,116,116.085509,0.8524,0.8803,0.8737,0.8817,66.777268,67.434063,1.486322,0.030644,0.431391,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0764,0.1449,0.27585,0.27728,1,1,30:06:2022,22:21:43,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,02:50:32,116,116.118426,0.8684,0.9095,0.9014,0.9034,56.379764,57.037879,1.679288,0.062882,0.426571,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06885,0.13005,0.24985,0.25268,1,1,30:06:2022,22:31:36,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,03:18:13,116,116.13765,0.8459,0.8639,0.8694,0.8723,50.318462,50.973861,4.091341,0.361857,0.452805,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06586,0.12418,0.2396,0.24304,1,1,30:06:2022,22:38:16,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,10:44:20,116,116.447454,0.8622,0.898,0.899,0.9059,56.947522,56.289941,2.07712,0.045373,0.961257,4,10,7,5,4,10,7,5,4,10,8,4,4,10,8,4,0.0696,0.13094,0.25038,0.25134,1,1,30:06:2022,22:34:11,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,11:13:20,116,116.467593,0.8564,0.8946,0.8972,0.906,63.30597,62.648442,2.124566,0.041632,0.963428,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07403,0.13943,0.26489,0.26439,1,1,30:06:2022,22:40:01,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,11:59:55,116,116.499942,0.861,0.8933,0.893,0.9035,73.479368,72.827311,3.094754,0.028464,1.013001,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08485,0.16014,0.30029,0.29627,1,1,30:06:2022,22:50:22,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,26:04:2021,12:18:23,116,116.512766,0.8732,0.9027,0.9014,0.9102,77.477631,76.830176,2.964893,0.014188,1.044277,4,9,7,6,4,8,7,6,4,9,7,6,4,9,7,6,0.09114,0.17217,0.32085,0.31471,1,1,30:06:2022,22:54:45,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:04:2021,01:29:00,117,117.061806,0.8553,0.9043,0.9098,0.921,74.05109,74.702216,2.610582,0.024387,0.765565,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08462,0.16107,0.30428,0.30435,1,1,30:06:2022,22:35:20,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:04:2021,02:03:02,117,117.08544,0.8625,0.9052,0.9099,0.9206,66.62687,67.283451,2.470179,0.047434,0.766365,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07626,0.14461,0.27535,0.27682,1,1,30:06:2022,22:20:12,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:04:2021,02:49:44,117,117.11787,0.8659,0.9056,0.9085,0.917,56.383585,57.041858,1.97475,0.060645,0.759248,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.06885,0.13006,0.24986,0.25269,1,1,30:06:2022,22:31:47,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:04:2021,03:18:07,117,117.137581,0.8731,0.9123,0.911,0.9209,50.166161,50.821961,1.627625,0.064414,0.735279,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06579,0.12405,0.23937,0.24283,1,1,30:06:2022,22:40:48,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:04:2021,11:13:11,117,117.467488,0.8592,0.906,0.9113,0.9204,63.171422,62.513988,2.3837,0.043523,1.183139,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07393,0.13923,0.26454,0.26407,1,1,30:06:2022,22:31:19,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:04:2021,12:00:34,117,117.500394,0.8555,0.8976,0.9035,0.9144,73.51454,72.863026,3.247517,0.040145,1.296952,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0849,0.16025,0.30047,0.29642,1,1,30:06:2022,22:46:37,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,27:04:2021,12:19:06,117,117.513264,0.8509,0.8939,0.9009,0.913,77.523266,76.876529,4.031076,0.024392,1.323049,4,8,6,6,4,7,7,6,4,8,7,6,4,9,7,6,0.09123,0.17235,0.32111,0.31495,1,1,30:06:2022,22:51:28,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:04:2021,02:02:56,118,118.08537,0.8632,0.9224,0.929,0.9393,66.480566,67.136914,2.956862,0.141311,0.975781,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07613,0.14435,0.27491,0.27638,1,1,30:06:2022,22:33:52,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:04:2021,02:49:00,118,118.117361,0.8735,0.9266,0.9321,0.9407,56.377261,57.035652,2.715797,0.227382,0.900869,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06884,0.13005,0.24984,0.25268,1,1,30:06:2022,22:46:22,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:04:2021,03:17:57,118,118.137465,0.8782,0.9268,0.9296,0.9331,50.033105,50.689287,2.89381,0.299822,0.88556,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06574,0.12394,0.23918,0.24264,1,1,30:06:2022,22:55:48,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:04:2021,12:00:59,118,118.500683,0.8796,0.9154,0.9206,0.9306,73.499104,72.848107,3.775112,0.057899,1.303262,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08489,0.16022,0.30042,0.29636,1,1,30:06:2022,22:27:11,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,28:04:2021,12:19:37,118,118.513623,0.874,0.9113,0.9186,0.9342,77.525701,76.879639,6.142206,0.190035,1.289796,4,8,7,6,4,9,7,6,4,9,7,6,4,10,7,6,0.09124,0.17234,0.32113,0.31497,1,1,30:06:2022,22:34:57,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:04:2021,01:27:52,119,119.061019,0.862,0.9276,0.9433,0.9596,73.957567,74.607635,3.215315,0.033003,0.877028,4,10,7,6,4,10,7,6,4,10,7,6,4,10,6,6,0.0845,0.16082,0.30384,0.30393,1,1,30:06:2022,22:36:38,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:04:2021,02:48:14,119,119.116829,0.8879,0.9308,0.9352,0.9451,56.382758,57.041232,2.38422,0.060016,0.997651,4,10,8,4,4,10,7,4,4,10,7,4,4,10,5,5,0.06884,0.13005,0.24985,0.25269,1,1,30:06:2022,22:42:21,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,29:04:2021,03:15:40,119,119.13588,0.888,0.9216,0.9195,0.9289,50.367959,51.024741,1.142029,0.02969,0.97991,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06588,0.12422,0.23966,0.24311,1,1,30:06:2022,22:29:11,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:04:2021,03:14:57,120,120.135382,0.8648,0.9221,0.9249,0.9294,50.365068,51.022205,1.67846,0.028566,1.196842,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06587,0.12422,0.23967,0.2431,1,1,30:06:2022,22:54:58,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:04:2021,10:47:45,120,120.449826,0.8787,0.919,0.926,0.9351,57.294282,56.63628,2.245888,0.056188,1.229161,4,10,7,5,4,10,7,5,4,10,7,5,4,10,8,4,0.06981,0.13134,0.25107,0.25196,1,1,30:06:2022,22:49:22,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,30:04:2021,11:13:52,120,120.467963,0.8839,0.9148,0.9191,0.9308,63.018884,62.36193,2.67573,0.041931,1.178711,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.0738,0.139,0.26415,0.26372,1,1,30:06:2022,22:54:47,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.068530093,01:27:39,121,121.060868,0.8824,0.9204,0.9346,0.9444,73.681071,74.330238,3.511113,0.026785,1.259726,4,10,7,6,4,10,4,6,4,10,4,5,4,10,4,5,0.08098,0.1569,0.30024,0.30042,1,1,30:06:2022,22:31:13,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.110196759,02:47:25,122,122.116262,0.9294,0.9578,0.9503,0.9533,56.100899,56.759435,2.387055,0.048976,0.627455,4,10,7,3,4,10,6,3,4,10,4,3,4,9,4,3,0.06587,0.12651,0.24843,0.25124,1,1,30:06:2022,22:27:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.110196759,03:13:33,122,122.13441,0.9236,0.9503,0.9424,0.9413,50.366665,51.024389,1.748445,0.095285,0.654368,3,10,8,4,3,10,7,4,3,10,8,4,3,10,8,3,0.06314,0.12101,0.23908,0.24244,1,1,30:06:2022,22:35:32,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151863426,10:47:43,123,123.449803,0.9312,0.9462,0.9414,0.9472,56.991867,56.333906,3.261958,0.05225,0.63625,4,10,7,5,4,6,5,5,4,7,5,4,4,10,7,4,0.06678,0.12775,0.24956,0.25051,1,1,30:06:2022,22:21:03,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151863426,12:03:23,123,123.50235,0.8897,0.9453,0.9479,0.953,73.491326,72.843239,1.920865,0.017739,0.674588,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08171,0.15699,0.29814,0.29424,1,1,30:06:2022,22:38:05,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151863426,12:21:46,123,123.515116,0.8857,0.9354,0.9402,0.949,77.444078,76.801462,2.045742,0.007212,0.668522,3,8,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.08782,0.1689,0.31789,0.31201,1,1,30:06:2022,22:42:00,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.193530093,01:23:42,124,124.058125,0.8854,0.9336,0.9375,0.9457,74.079879,74.726611,1.805203,0.030391,0.609419,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08152,0.15798,0.30209,0.30217,1,1,30:06:2022,22:37:55,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.193530093,01:57:14,124,124.081412,0.8855,0.9349,0.9372,0.9436,66.804047,67.457873,1.725561,0.054581,0.605373,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07343,0.1417,0.27431,0.27573,1,1,30:06:2022,22:46:35,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.193530093,02:44:44,124,124.114398,0.8787,0.9384,0.9412,0.9448,56.405399,57.063793,1.697769,0.091193,0.616637,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.06604,0.12684,0.249,0.25178,1,1,30:06:2022,22:24:32,1170,28.545,77.1926,15,lev20,Almucantar
